no,sku,perfil,demanda
Cliente_67,sku_52,Rodoviário,101907.69
Cliente_67,sku_60,Rodoviário,16680.61
Cliente_67,sku_61,Rodoviário,4093.82
Cliente_67,sku_63,Rodoviário,3498.49
Cliente_67,sku_66,Rodoviário,19.05
Cliente_67,sku_67,Rodoviário,167.5
Cliente_67,sku_69,Rodoviário,3039.13
Cliente_67,sku_71,Rodoviário,48.39
Cliente_67,sku_73,Rodoviário,700.28
Cliente_67,sku_75,Rodoviário,459.46
Cliente_67,sku_77,Rodoviário,2233.74
Cliente_67,sku_78,Rodoviário,23.67
Cliente_67,sku_79,Rodoviário,2308.25
Cliente_67,sku_82,Rodoviário,28755.78
Cliente_67,sku_83,Rodoviário,40372.42
Cliente_67,sku_84,Rodoviário,799351.94
Cliente_67,sku_86,Rodoviário,969.22
Cliente_67,sku_88,Rodoviário,277.45
Cliente_65,sku_2,Rodoviário,263.36
Cliente_65,sku_11,Rodoviário,445.55
Cliente_65,sku_13,Rodoviário,22.47
Cliente_65,sku_18,Rodoviário,2301.94
Cliente_65,sku_25,Rodoviário,3460.65
Cliente_65,sku_60,Rodoviário,20733.75
Cliente_65,sku_63,Rodoviário,65.95
Cliente_65,sku_69,Rodoviário,436.96
Cliente_68,sku_15,Rodoviário,53.8
Cliente_68,sku_18,Rodoviário,1953.08
Cliente_68,sku_21,Rodoviário,180.95
Cliente_68,sku_38,Rodoviário,0.1
Cliente_68,sku_43,Rodoviário,32.35
Cliente_68,sku_47,Rodoviário,0.1
Cliente_68,sku_49,Rodoviário,3464.9
Cliente_68,sku_52,Rodoviário,9511.31
Cliente_68,sku_59,Rodoviário,16786.74
Cliente_68,sku_60,Rodoviário,68048.14
Cliente_68,sku_77,Rodoviário,319.03
Cliente_68,sku_82,Rodoviário,821.68
Cliente_68,sku_83,Rodoviário,3108.65
Cliente_68,sku_84,Rodoviário,143152.28
Cliente_69,sku_23,Rodoviário,105.36
Cliente_69,sku_25,Rodoviário,953.88
Cliente_69,sku_35,Rodoviário,2058.38
Cliente_69,sku_61,Rodoviário,198.27
Cliente_69,sku_77,Rodoviário,196.28
Cliente_70,sku_2,Rodoviário,47.06
Cliente_70,sku_4,Rodoviário,22.63
Cliente_70,sku_6,Rodoviário,412.69
Cliente_70,sku_8,Rodoviário,747.99
Cliente_70,sku_14,Rodoviário,151.56
Cliente_70,sku_15,Rodoviário,48.1
Cliente_70,sku_16,Rodoviário,5061.91
Cliente_70,sku_17,Rodoviário,356.96
Cliente_70,sku_18,Rodoviário,3041.13
Cliente_70,sku_21,Rodoviário,7936.85
Cliente_70,sku_22,Rodoviário,1256.6
Cliente_70,sku_23,Rodoviário,457.98
Cliente_70,sku_25,Rodoviário,18494.48
Cliente_70,sku_33,Rodoviário,589.52
Cliente_70,sku_35,Rodoviário,239.46
Cliente_70,sku_37,Rodoviário,61.03
Cliente_70,sku_38,Rodoviário,116.29
Cliente_70,sku_40,Rodoviário,1802.33
Cliente_70,sku_43,Rodoviário,19313.78
Cliente_70,sku_47,Rodoviário,5106.61
Cliente_70,sku_49,Rodoviário,11449.85
Cliente_70,sku_50,Rodoviário,194.04
Cliente_70,sku_52,Rodoviário,53337.33
Cliente_70,sku_61,Rodoviário,388.74
Cliente_70,sku_62,Rodoviário,2545.29
Cliente_70,sku_63,Rodoviário,2619.83
Cliente_70,sku_69,Rodoviário,460.6
Cliente_70,sku_75,Rodoviário,1381.25
Cliente_70,sku_77,Rodoviário,844.98
Cliente_70,sku_79,Rodoviário,236.83
Cliente_70,sku_82,Rodoviário,4837.11
Cliente_70,sku_83,Rodoviário,17328.3
Cliente_70,sku_84,Rodoviário,257927.78
Cliente_70,sku_86,Rodoviário,5233.07
Cliente_71,sku_59,Rodoviário,1992.23
Cliente_71,sku_82,Rodoviário,842.71
Cliente_71,sku_56,Rodoviário,1618.92
Cliente_73,sku_6,Rodoviário,75.22
Cliente_73,sku_8,Rodoviário,3574.78
Cliente_73,sku_11,Rodoviário,328.32
Cliente_73,sku_14,Rodoviário,5379.47
Cliente_73,sku_15,Rodoviário,158.92
Cliente_73,sku_16,Rodoviário,300.73
Cliente_73,sku_17,Rodoviário,408.18
Cliente_73,sku_18,Rodoviário,3225.8
Cliente_73,sku_21,Rodoviário,1009.05
Cliente_73,sku_22,Rodoviário,513.62
Cliente_73,sku_25,Rodoviário,6858.39
Cliente_73,sku_26,Rodoviário,24.24
Cliente_73,sku_29,Rodoviário,4.75
Cliente_73,sku_33,Rodoviário,1376.85
Cliente_73,sku_35,Rodoviário,3918.36
Cliente_73,sku_38,Rodoviário,22.91
Cliente_73,sku_39,Rodoviário,1.61
Cliente_73,sku_40,Rodoviário,7216.67
Cliente_73,sku_43,Rodoviário,27136.6
Cliente_73,sku_47,Rodoviário,9268.78
Cliente_73,sku_49,Rodoviário,50122.54
Cliente_73,sku_52,Rodoviário,95175.14
Cliente_73,sku_61,Rodoviário,575.25
Cliente_73,sku_63,Rodoviário,3.93
Cliente_73,sku_67,Rodoviário,36.58
Cliente_73,sku_69,Rodoviário,2127.32
Cliente_73,sku_73,Rodoviário,616.85
Cliente_73,sku_75,Rodoviário,3247.06
Cliente_73,sku_77,Rodoviário,357.06
Cliente_73,sku_78,Rodoviário,6.66
Cliente_73,sku_79,Rodoviário,1021.23
Cliente_73,sku_82,Rodoviário,23127.51
Cliente_73,sku_70,Rodoviário,34.31
Cliente_73,sku_83,Rodoviário,9283.23
Cliente_73,sku_84,Rodoviário,305534.31
Cliente_73,sku_86,Rodoviário,4127.41
Cliente_73,sku_87,Rodoviário,11444.83
Cliente_73,sku_88,Rodoviário,450937.48
Cliente_73,sku_90,Rodoviário,47329.73
Cliente_74,sku_0,Rodoviário,14.73
Cliente_74,sku_2,Rodoviário,927.02
Cliente_74,sku_4,Rodoviário,56.74
Cliente_74,sku_5,Rodoviário,0.2
Cliente_74,sku_6,Rodoviário,3067.46
Cliente_74,sku_8,Rodoviário,3731.58
Cliente_74,sku_11,Rodoviário,7953.97
Cliente_74,sku_12,Rodoviário,0.98
Cliente_74,sku_13,Rodoviário,0.1
Cliente_74,sku_14,Rodoviário,4370.14
Cliente_74,sku_15,Rodoviário,1244.6
Cliente_74,sku_16,Rodoviário,23797.6
Cliente_74,sku_17,Rodoviário,4038.39
Cliente_74,sku_18,Rodoviário,26162.93
Cliente_74,sku_19,Rodoviário,7130.97
Cliente_74,sku_20,Rodoviário,40.72
Cliente_74,sku_21,Rodoviário,25643.88
Cliente_74,sku_22,Rodoviário,13349.64
Cliente_74,sku_23,Rodoviário,4376.82
Cliente_74,sku_25,Rodoviário,22277.99
Cliente_74,sku_29,Rodoviário,85.64
Cliente_74,sku_31,Rodoviário,117.15
Cliente_74,sku_33,Rodoviário,2824.43
Cliente_74,sku_35,Rodoviário,3760.1
Cliente_74,sku_38,Rodoviário,2637.98
Cliente_74,sku_40,Rodoviário,10998.37
Cliente_74,sku_42,Rodoviário,20.91
Cliente_74,sku_43,Rodoviário,47967.36
Cliente_74,sku_46,Rodoviário,7.33
Cliente_74,sku_47,Rodoviário,10887.51
Cliente_74,sku_49,Rodoviário,39237.3
Cliente_74,sku_52,Rodoviário,63810.1
Cliente_74,sku_55,Rodoviário,161.88
Cliente_74,sku_60,Rodoviário,10987.87
Cliente_74,sku_61,Rodoviário,9313.5
Cliente_74,sku_63,Rodoviário,15607.36
Cliente_74,sku_66,Rodoviário,6.62
Cliente_74,sku_68,Rodoviário,48.38
Cliente_74,sku_69,Rodoviário,4310.21
Cliente_74,sku_73,Rodoviário,276.89
Cliente_74,sku_75,Rodoviário,4292.07
Cliente_74,sku_77,Rodoviário,6643.0
Cliente_74,sku_78,Rodoviário,13.32
Cliente_74,sku_79,Rodoviário,3720.98
Cliente_74,sku_82,Rodoviário,60356.52
Cliente_74,sku_70,Rodoviário,32.34
Cliente_74,sku_32,Rodoviário,2.65
Cliente_74,sku_83,Rodoviário,13131.18
Cliente_74,sku_84,Rodoviário,136820.11
Cliente_74,sku_85,Rodoviário,1839.8
Cliente_74,sku_86,Rodoviário,12632.38
Cliente_74,sku_88,Rodoviário,564.07
Cliente_72,sku_8,Rodoviário,4878.47
Cliente_72,sku_11,Rodoviário,2429.58
Cliente_72,sku_15,Rodoviário,4.66
Cliente_72,sku_17,Rodoviário,12.0
Cliente_72,sku_18,Rodoviário,42969.87
Cliente_72,sku_26,Rodoviário,6.42
Cliente_72,sku_33,Rodoviário,67.01
Cliente_72,sku_35,Rodoviário,216.7
Cliente_72,sku_40,Rodoviário,0.1
Cliente_72,sku_43,Rodoviário,22609.22
Cliente_72,sku_47,Rodoviário,0.1
Cliente_72,sku_52,Rodoviário,30518.61
Cliente_72,sku_58,Rodoviário,1165.49
Cliente_72,sku_66,Rodoviário,55.78
Cliente_72,sku_79,Rodoviário,324.84
Cliente_72,sku_82,Rodoviário,1317.28
Cliente_75,sku_26,Rodoviário,2.94
Cliente_75,sku_47,Rodoviário,7492.15
Cliente_75,sku_52,Rodoviário,3838.83
Cliente_75,sku_82,Rodoviário,116.44
Cliente_75,sku_84,Rodoviário,97342.21
Cliente_76,sku_2,Rodoviário,98.05
Cliente_76,sku_6,Rodoviário,21.99
Cliente_76,sku_8,Rodoviário,165.39
Cliente_76,sku_15,Rodoviário,18.89
Cliente_76,sku_16,Rodoviário,121.13
Cliente_76,sku_18,Rodoviário,247.21
Cliente_76,sku_22,Rodoviário,1797.38
Cliente_76,sku_23,Rodoviário,415.27
Cliente_76,sku_25,Rodoviário,2313.67
Cliente_76,sku_29,Rodoviário,526.63
Cliente_76,sku_33,Rodoviário,3084.13
Cliente_76,sku_35,Rodoviário,1730.43
Cliente_76,sku_40,Rodoviário,1927.04
Cliente_76,sku_43,Rodoviário,4133.49
Cliente_76,sku_52,Rodoviário,2094.5
Cliente_76,sku_61,Rodoviário,259.11
Cliente_76,sku_63,Rodoviário,430.53
Cliente_76,sku_66,Rodoviário,17.68
Cliente_76,sku_69,Rodoviário,1870.62
Cliente_76,sku_79,Rodoviário,294.22
Cliente_76,sku_82,Rodoviário,3208.55
Cliente_76,sku_83,Rodoviário,400.41
Cliente_76,sku_84,Rodoviário,489863.01
Cliente_76,sku_87,Rodoviário,27063.84
Cliente_76,sku_88,Rodoviário,701191.69
Cliente_76,sku_90,Rodoviário,67009.68
Cliente_77,sku_0,Rodoviário,481.26
Cliente_77,sku_2,Rodoviário,442.71
Cliente_77,sku_6,Rodoviário,1373.51
Cliente_77,sku_8,Rodoviário,1245.09
Cliente_77,sku_11,Rodoviário,661.57
Cliente_77,sku_12,Rodoviário,0.1
Cliente_77,sku_14,Rodoviário,2261.5
Cliente_77,sku_15,Rodoviário,100.23
Cliente_77,sku_16,Rodoviário,13379.6
Cliente_77,sku_17,Rodoviário,1231.83
Cliente_77,sku_18,Rodoviário,2290.91
Cliente_77,sku_20,Rodoviário,10.85
Cliente_77,sku_21,Rodoviário,8149.89
Cliente_77,sku_22,Rodoviário,4053.94
Cliente_77,sku_23,Rodoviário,5634.99
Cliente_77,sku_25,Rodoviário,35153.92
Cliente_77,sku_26,Rodoviário,12.35
Cliente_77,sku_29,Rodoviário,2419.22
Cliente_77,sku_33,Rodoviário,8707.51
Cliente_77,sku_35,Rodoviário,1214.13
Cliente_77,sku_38,Rodoviário,2291.23
Cliente_77,sku_40,Rodoviário,9682.81
Cliente_77,sku_43,Rodoviário,63368.85
Cliente_77,sku_47,Rodoviário,1737.7
Cliente_77,sku_49,Rodoviário,70123.31
Cliente_77,sku_50,Rodoviário,39.21
Cliente_77,sku_52,Rodoviário,77516.87
Cliente_77,sku_60,Rodoviário,47398.2
Cliente_77,sku_61,Rodoviário,1706.33
Cliente_77,sku_63,Rodoviário,5211.34
Cliente_77,sku_69,Rodoviário,7344.04
Cliente_77,sku_73,Rodoviário,336.45
Cliente_77,sku_77,Rodoviário,2987.28
Cliente_77,sku_79,Rodoviário,1617.38
Cliente_77,sku_82,Rodoviário,24920.84
Cliente_77,sku_83,Rodoviário,55580.77
Cliente_77,sku_84,Rodoviário,693484.29
Cliente_77,sku_85,Rodoviário,0.1
Cliente_77,sku_86,Rodoviário,99612.3
Cliente_77,sku_87,Rodoviário,165.44
Cliente_77,sku_88,Rodoviário,2054.4
Cliente_78,sku_47,Rodoviário,687.69
Cliente_78,sku_52,Rodoviário,22929.95
Cliente_78,sku_84,Rodoviário,2153.91
Cliente_80,sku_23,Rodoviário,577.16
Cliente_80,sku_25,Rodoviário,3640.59
Cliente_80,sku_29,Rodoviário,33.88
Cliente_80,sku_33,Rodoviário,48.76
Cliente_80,sku_35,Rodoviário,4628.37
Cliente_80,sku_38,Rodoviário,982.75
Cliente_80,sku_40,Rodoviário,62812.74
Cliente_80,sku_43,Rodoviário,45335.81
Cliente_80,sku_52,Rodoviário,24583.01
Cliente_80,sku_61,Rodoviário,4498.1
Cliente_80,sku_63,Rodoviário,680.64
Cliente_80,sku_65,Rodoviário,728.45
Cliente_80,sku_66,Rodoviário,253.12
Cliente_80,sku_69,Rodoviário,4917.15
Cliente_80,sku_77,Rodoviário,445.15
Cliente_80,sku_79,Rodoviário,9562.61
Cliente_80,sku_80,Rodoviário,354126.1
Cliente_80,sku_82,Rodoviário,90917.0
Cliente_80,sku_84,Rodoviário,173310.06
Cliente_81,sku_0,Rodoviário,349.9
Cliente_81,sku_2,Rodoviário,2889.28
Cliente_81,sku_4,Rodoviário,15.36
Cliente_81,sku_5,Rodoviário,48.49
Cliente_81,sku_6,Rodoviário,50.69
Cliente_81,sku_7,Rodoviário,9.45
Cliente_81,sku_8,Rodoviário,16600.83
Cliente_81,sku_11,Rodoviário,235.9
Cliente_81,sku_14,Rodoviário,4176.07
Cliente_81,sku_15,Rodoviário,2197.7
Cliente_81,sku_16,Rodoviário,192.24
Cliente_81,sku_17,Rodoviário,11312.2
Cliente_81,sku_18,Rodoviário,73230.55
Cliente_81,sku_19,Rodoviário,0.1
Cliente_81,sku_20,Rodoviário,1204.65
Cliente_81,sku_21,Rodoviário,12613.89
Cliente_81,sku_22,Rodoviário,128.04
Cliente_81,sku_23,Rodoviário,2937.24
Cliente_81,sku_25,Rodoviário,13499.15
Cliente_81,sku_26,Rodoviário,202.63
Cliente_81,sku_29,Rodoviário,12006.95
Cliente_81,sku_31,Rodoviário,141.29
Cliente_81,sku_33,Rodoviário,15507.31
Cliente_81,sku_35,Rodoviário,4330.08
Cliente_81,sku_38,Rodoviário,6801.67
Cliente_81,sku_40,Rodoviário,22779.53
Cliente_81,sku_43,Rodoviário,212931.09
Cliente_81,sku_47,Rodoviário,15609.89
Cliente_81,sku_49,Rodoviário,166169.14
Cliente_81,sku_52,Rodoviário,196261.5
Cliente_81,sku_53,Rodoviário,422.44
Cliente_81,sku_60,Rodoviário,2082.74
Cliente_81,sku_61,Rodoviário,6533.55
Cliente_81,sku_63,Rodoviário,58846.83
Cliente_81,sku_65,Rodoviário,308.34
Cliente_81,sku_66,Rodoviário,2.34
Cliente_81,sku_67,Rodoviário,12.39
Cliente_81,sku_69,Rodoviário,8387.02
Cliente_81,sku_73,Rodoviário,6229.37
Cliente_81,sku_74,Rodoviário,7944.94
Cliente_81,sku_75,Rodoviário,4368.06
Cliente_81,sku_77,Rodoviário,11970.4
Cliente_81,sku_78,Rodoviário,44.72
Cliente_81,sku_79,Rodoviário,949.5
Cliente_81,sku_80,Rodoviário,233696.95
Cliente_81,sku_82,Rodoviário,185755.39
Cliente_81,sku_83,Rodoviário,151746.28
Cliente_81,sku_84,Rodoviário,1577219.5
Cliente_81,sku_86,Rodoviário,9480.12
Cliente_79,sku_2,Rodoviário,329.2
Cliente_79,sku_8,Rodoviário,833.6
Cliente_79,sku_11,Rodoviário,8771.02
Cliente_79,sku_18,Rodoviário,16584.49
Cliente_79,sku_22,Rodoviário,3573.93
Cliente_79,sku_23,Rodoviário,110.94
Cliente_79,sku_35,Rodoviário,22.8
Cliente_79,sku_38,Rodoviário,1148.65
Cliente_79,sku_49,Rodoviário,115152.81
Cliente_79,sku_52,Rodoviário,0.1
Cliente_79,sku_60,Rodoviário,41497.95
Cliente_79,sku_61,Rodoviário,13719.98
Cliente_79,sku_63,Rodoviário,1704.85
Cliente_79,sku_66,Rodoviário,0.1
Cliente_79,sku_75,Rodoviário,37800.45
Cliente_79,sku_83,Rodoviário,45884.53
Cliente_79,sku_84,Rodoviário,881630.24
Cliente_82,sku_8,Rodoviário,1436.44
Cliente_82,sku_17,Rodoviário,1671.48
Cliente_82,sku_18,Rodoviário,2741.01
Cliente_82,sku_35,Rodoviário,2750.49
Cliente_82,sku_60,Rodoviário,34904.12
Cliente_82,sku_63,Rodoviário,1113.18
Cliente_82,sku_75,Rodoviário,145597.96
Cliente_82,sku_77,Rodoviário,3021.49
Cliente_82,sku_82,Rodoviário,0.1
Cliente_82,sku_83,Rodoviário,16869.71
Cliente_82,sku_84,Rodoviário,103953.05
Cliente_83,sku_16,Rodoviário,0.1
Cliente_83,sku_40,Rodoviário,632.36
Cliente_83,sku_43,Rodoviário,1791.82
Cliente_83,sku_49,Rodoviário,3912.34
Cliente_83,sku_52,Rodoviário,11294.36
Cliente_83,sku_66,Rodoviário,9.35
Cliente_83,sku_79,Rodoviário,141.0
Cliente_83,sku_82,Rodoviário,76.0
Cliente_83,sku_84,Rodoviário,19301.05
Cliente_84,sku_0,Rodoviário,388.53
Cliente_84,sku_2,Rodoviário,2902.08
Cliente_84,sku_4,Rodoviário,9.39
Cliente_84,sku_5,Rodoviário,198.25
Cliente_84,sku_6,Rodoviário,14.84
Cliente_84,sku_8,Rodoviário,1333.76
Cliente_84,sku_11,Rodoviário,194.04
Cliente_84,sku_14,Rodoviário,2054.29
Cliente_84,sku_15,Rodoviário,904.45
Cliente_84,sku_16,Rodoviário,6.12
Cliente_84,sku_17,Rodoviário,782.22
Cliente_84,sku_18,Rodoviário,2531.48
Cliente_84,sku_19,Rodoviário,233.66
Cliente_84,sku_21,Rodoviário,412.29
Cliente_84,sku_22,Rodoviário,3662.55
Cliente_84,sku_23,Rodoviário,1983.34
Cliente_84,sku_25,Rodoviário,13229.61
Cliente_84,sku_26,Rodoviário,31.33
Cliente_84,sku_29,Rodoviário,0.1
Cliente_84,sku_31,Rodoviário,37.63
Cliente_84,sku_33,Rodoviário,7983.15
Cliente_84,sku_35,Rodoviário,10833.03
Cliente_84,sku_40,Rodoviário,11754.49
Cliente_84,sku_43,Rodoviário,20947.41
Cliente_84,sku_47,Rodoviário,2528.2
Cliente_84,sku_49,Rodoviário,75722.87
Cliente_84,sku_52,Rodoviário,13803.83
Cliente_84,sku_60,Rodoviário,18135.4
Cliente_84,sku_61,Rodoviário,4211.92
Cliente_84,sku_63,Rodoviário,5779.89
Cliente_84,sku_66,Rodoviário,7.82
Cliente_84,sku_69,Rodoviário,9048.7
Cliente_84,sku_73,Rodoviário,4752.57
Cliente_84,sku_77,Rodoviário,3653.56
Cliente_84,sku_79,Rodoviário,755.43
Cliente_84,sku_82,Rodoviário,40191.7
Cliente_84,sku_83,Rodoviário,71537.57
Cliente_84,sku_84,Rodoviário,773559.88
Cliente_86,sku_5,Rodoviário,0.1
Cliente_86,sku_11,Rodoviário,0.1
Cliente_86,sku_18,Rodoviário,0.1
Cliente_86,sku_25,Rodoviário,369.04
Cliente_86,sku_35,Rodoviário,97.89
Cliente_86,sku_40,Rodoviário,20.02
Cliente_86,sku_52,Rodoviário,1728.39
Cliente_86,sku_61,Rodoviário,17.68
Cliente_86,sku_69,Rodoviário,0.1
Cliente_86,sku_79,Rodoviário,1367.03
Cliente_86,sku_83,Rodoviário,678.23
Cliente_86,sku_84,Rodoviário,144328.98
Cliente_87,sku_0,Rodoviário,50.3
Cliente_87,sku_2,Rodoviário,2660.22
Cliente_87,sku_4,Rodoviário,46.76
Cliente_87,sku_5,Rodoviário,0.2
Cliente_87,sku_6,Rodoviário,8.51
Cliente_87,sku_8,Rodoviário,13251.26
Cliente_87,sku_11,Rodoviário,536.04
Cliente_87,sku_12,Rodoviário,28.37
Cliente_87,sku_14,Rodoviário,176.64
Cliente_87,sku_15,Rodoviário,1452.42
Cliente_87,sku_16,Rodoviário,0.3
Cliente_87,sku_17,Rodoviário,7920.16
Cliente_87,sku_18,Rodoviário,37204.72
Cliente_87,sku_19,Rodoviário,475.36
Cliente_87,sku_20,Rodoviário,424.38
Cliente_87,sku_21,Rodoviário,8790.97
Cliente_87,sku_22,Rodoviário,2091.78
Cliente_87,sku_23,Rodoviário,8230.81
Cliente_87,sku_25,Rodoviário,49097.17
Cliente_87,sku_26,Rodoviário,0.1
Cliente_87,sku_29,Rodoviário,0.1
Cliente_87,sku_33,Rodoviário,1147.59
Cliente_87,sku_35,Rodoviário,584.48
Cliente_87,sku_38,Rodoviário,1011.17
Cliente_87,sku_40,Rodoviário,3958.09
Cliente_87,sku_43,Rodoviário,53333.09
Cliente_87,sku_47,Rodoviário,2407.18
Cliente_87,sku_49,Rodoviário,8000.62
Cliente_87,sku_52,Rodoviário,24335.81
Cliente_87,sku_60,Rodoviário,1537.26
Cliente_87,sku_61,Rodoviário,2604.43
Cliente_87,sku_63,Rodoviário,15639.58
Cliente_87,sku_66,Rodoviário,356.09
Cliente_87,sku_69,Rodoviário,7016.58
Cliente_87,sku_73,Rodoviário,1522.92
Cliente_87,sku_75,Rodoviário,1362.82
Cliente_87,sku_77,Rodoviário,4522.32
Cliente_87,sku_79,Rodoviário,438.8
Cliente_87,sku_80,Rodoviário,107730.46
Cliente_87,sku_82,Rodoviário,21188.48
Cliente_87,sku_83,Rodoviário,19991.81
Cliente_87,sku_84,Rodoviário,571084.08
Cliente_87,sku_85,Rodoviário,0.1
Cliente_85,sku_11,Rodoviário,134438.99
Cliente_85,sku_14,Rodoviário,2650.5
Cliente_85,sku_15,Rodoviário,29.69
Cliente_85,sku_17,Rodoviário,2739.1
Cliente_85,sku_18,Rodoviário,26385.41
Cliente_85,sku_20,Rodoviário,83.13
Cliente_85,sku_21,Rodoviário,6565.41
Cliente_85,sku_22,Rodoviário,1274.52
Cliente_85,sku_33,Rodoviário,615.18
Cliente_85,sku_35,Rodoviário,45068.61
Cliente_85,sku_38,Rodoviário,918.72
Cliente_85,sku_40,Rodoviário,37479.6
Cliente_85,sku_43,Rodoviário,61042.62
Cliente_85,sku_47,Rodoviário,0.1
Cliente_85,sku_60,Rodoviário,123314.18
Cliente_85,sku_61,Rodoviário,35878.83
Cliente_85,sku_69,Rodoviário,63106.04
Cliente_85,sku_79,Rodoviário,12272.94
Cliente_85,sku_82,Rodoviário,100939.42
Cliente_88,sku_8,Rodoviário,8.52
Cliente_88,sku_14,Rodoviário,3145.65
Cliente_88,sku_18,Rodoviário,839.65
Cliente_88,sku_21,Rodoviário,353.06
Cliente_88,sku_26,Rodoviário,17.93
Cliente_88,sku_33,Rodoviário,159.68
Cliente_88,sku_35,Rodoviário,13292.13
Cliente_88,sku_40,Rodoviário,1337.71
Cliente_88,sku_43,Rodoviário,19191.17
Cliente_88,sku_47,Rodoviário,0.1
Cliente_88,sku_49,Rodoviário,9724.3
Cliente_88,sku_77,Rodoviário,323.4
Cliente_88,sku_79,Rodoviário,81.89
Cliente_88,sku_82,Rodoviário,6766.11
Cliente_88,sku_83,Rodoviário,8573.19
Cliente_89,sku_18,Rodoviário,0.1
Cliente_89,sku_40,Rodoviário,4779.15
Cliente_89,sku_43,Rodoviário,18101.91
Cliente_89,sku_69,Rodoviário,1214.2
Cliente_89,sku_79,Rodoviário,4847.66
Cliente_89,sku_80,Rodoviário,154583.39
Cliente_89,sku_82,Rodoviário,56559.08
Cliente_90,sku_0,Rodoviário,4.15
Cliente_90,sku_2,Rodoviário,2589.22
Cliente_90,sku_4,Rodoviário,102.54
Cliente_90,sku_5,Rodoviário,262.9
Cliente_90,sku_6,Rodoviário,0.2
Cliente_90,sku_8,Rodoviário,495.5
Cliente_90,sku_14,Rodoviário,910.28
Cliente_90,sku_15,Rodoviário,770.4
Cliente_90,sku_16,Rodoviário,0.2
Cliente_90,sku_17,Rodoviário,7874.34
Cliente_90,sku_18,Rodoviário,15116.4
Cliente_90,sku_20,Rodoviário,1773.57
Cliente_90,sku_21,Rodoviário,8453.06
Cliente_90,sku_22,Rodoviário,19316.07
Cliente_90,sku_23,Rodoviário,6.92
Cliente_90,sku_25,Rodoviário,92772.9
Cliente_90,sku_33,Rodoviário,531.84
Cliente_90,sku_35,Rodoviário,643.18
Cliente_90,sku_38,Rodoviário,1740.28
Cliente_90,sku_40,Rodoviário,2046.51
Cliente_90,sku_43,Rodoviário,13210.22
Cliente_90,sku_49,Rodoviário,4514.04
Cliente_90,sku_52,Rodoviário,19556.74
Cliente_90,sku_60,Rodoviário,17037.36
Cliente_90,sku_61,Rodoviário,1050.89
Cliente_90,sku_63,Rodoviário,7980.49
Cliente_90,sku_69,Rodoviário,1288.22
Cliente_90,sku_73,Rodoviário,1424.37
Cliente_90,sku_75,Rodoviário,380.02
Cliente_90,sku_77,Rodoviário,7666.04
Cliente_90,sku_79,Rodoviário,848.51
Cliente_90,sku_80,Rodoviário,20429.57
Cliente_90,sku_82,Rodoviário,15217.32
Cliente_90,sku_83,Rodoviário,572.91
Cliente_90,sku_84,Rodoviário,188792.08
Cliente_90,sku_85,Rodoviário,477.6
Cliente_90,sku_86,Rodoviário,14816.96
Cliente_91,sku_2,Rodoviário,153.63
Cliente_91,sku_8,Rodoviário,24.79
Cliente_91,sku_63,Rodoviário,112.45
Cliente_91,sku_82,Rodoviário,2440.4
Cliente_94,sku_8,Rodoviário,4229.17
Cliente_94,sku_17,Rodoviário,1262.76
Cliente_94,sku_18,Rodoviário,1182.66
Cliente_94,sku_21,Rodoviário,0.1
Cliente_94,sku_22,Rodoviário,57.88
Cliente_94,sku_25,Rodoviário,14686.81
Cliente_94,sku_29,Rodoviário,168.45
Cliente_94,sku_31,Rodoviário,0.1
Cliente_94,sku_33,Rodoviário,1179.61
Cliente_94,sku_35,Rodoviário,1698.23
Cliente_94,sku_38,Rodoviário,3090.29
Cliente_94,sku_39,Rodoviário,540.95
Cliente_94,sku_40,Rodoviário,339677.58
Cliente_94,sku_43,Rodoviário,504272.14
Cliente_94,sku_49,Rodoviário,235.91
Cliente_94,sku_52,Rodoviário,21594.38
Cliente_94,sku_61,Rodoviário,5552.7
Cliente_94,sku_62,Rodoviário,12084.86
Cliente_94,sku_63,Rodoviário,1339.55
Cliente_94,sku_65,Rodoviário,39359.21
Cliente_94,sku_69,Rodoviário,4483.28
Cliente_94,sku_74,Rodoviário,19000.36
Cliente_94,sku_75,Rodoviário,113027.38
Cliente_94,sku_77,Rodoviário,820.38
Cliente_94,sku_79,Rodoviário,163572.41
Cliente_94,sku_80,Rodoviário,582305.82
Cliente_94,sku_82,Rodoviário,202339.29
Cliente_94,sku_83,Rodoviário,408.94
Cliente_94,sku_84,Rodoviário,407855.56
Cliente_94,sku_86,Rodoviário,15073.47
Cliente_95,sku_0,Rodoviário,984.84
Cliente_95,sku_2,Rodoviário,12582.21
Cliente_95,sku_3,Rodoviário,587.94
Cliente_95,sku_4,Rodoviário,877.32
Cliente_95,sku_5,Rodoviário,84.37
Cliente_95,sku_6,Rodoviário,61.0
Cliente_95,sku_7,Rodoviário,320.88
Cliente_95,sku_8,Rodoviário,87911.56
Cliente_95,sku_10,Rodoviário,7.5
Cliente_95,sku_11,Rodoviário,7975.88
Cliente_95,sku_13,Rodoviário,29.81
Cliente_95,sku_14,Rodoviário,7999.26
Cliente_95,sku_15,Rodoviário,6404.91
Cliente_95,sku_16,Rodoviário,102.39
Cliente_95,sku_17,Rodoviário,96159.46
Cliente_95,sku_18,Rodoviário,167901.31
Cliente_95,sku_19,Rodoviário,637.32
Cliente_95,sku_20,Rodoviário,8407.37
